Title,Company,Job description,Requirements,Categories,Link
מומחה.ית TELCO CLOUD,Partner,"תיאור משרה תפקיד המשלב CLOUD, NETWORK , DEVOPS תפעול שוטף של מערך Telco Cloud של הארגון ניהול ותפעול אירועי כשל נקודתיים ומערכתיים אל מול ממשקים פנימיים ויצרנים חיצוניים הקמה והרחבת מערך תשתיות ה Telecom בהתאם לצורכי הארגון","דרישות התפקיד שנתיים ניסיון עם מערכת הפעלה Linux חובה שנתיים ניסיון בפתרונות וירטואליזציה (vSphere, Open Stack, KVM, ESXI) - -חובה שנתיים ניסיון בתקשורת Layer2/3 וניסיון מעשי בעבודה עם מתגים, נתבים, Access-List, NAT ו- FW - חובה ידע והכירות עם פתרונות ענן (Kubernetes, Docker Containers) – -יתרון משמעותי ידע והיכרות עם פתרונות אחסון (SAN), יתרון משמעותי ל- SDS Cepf - יתרון ידע וניסיון בכלי אוטומציה ושפות תכנות, כגון Ansible ו- Python -יתרון",הייטק-תוכנה & DEVOPS & PYTHON & CLOUD,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1946781-%D7%A4%D7%A8%D7%98%D7%A0%D7%A8/
FinOps Engineer,CodeValue,"תיאור משרה CodeValue is a leading software company delivering a full spectrum of software services that enable customers to focus on their core business activities.  Our employee's works with the latest technologies and builds advanced systems using cutting-edge technologies.  We deliver tailor-made innovative solutions and services ranging from focused product and technology analysis to comprehensive development and in-depth consultancy.  Our solutions address varied needs across every domain, from startups and mid-size firms, government agencies, public and private enterprises, and global corporations.  We are seeking a highly motivated FinOps Engineer to join our team.","דרישות התפקיד * 1-2 years of DevOps/FinOps/cloud optimization/cloud cost management experience. * Strong understanding of cloud (Azure, AWS, Google Cloud) services, discount programs and usage optimization techniques. * Excellent verbal, written and interpersonal communication skills in both technical and non-technical contexts. * BSc in finance or an engineering field - an advantage **Participation in the company's FInOps Bootcamp training is required**",הייטק-כללי & DEVOPS & CLOUD & תשתיות & DEVOPS & CLOUD & הייטק-תוכנה & DEVOPS & CLOUD & DEVOPS & CLOUD,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1953469-codevalue/
(ON) מפתח.ת Angular מנוסה,Elad Software,"תיאור משרה מה תעשו אצלנו? תפתחו ותתמקצעו במגוון פלטפורמות ושפות מול מנתחי המערכות ומנהלי הפרויקטים האחראים. תעסקו בהטמעת טכנולוגיות חדשות, בפיתוח של אלגוריתמים מורכבים, ממשקי משתמש ותהליכים רוחביים הנוגעים בכלל מערכות המידע הארגוניות, כל זאת בתוך שימוש במתודולוגיות מתקדמות, בתהליכי DevOps מלאים, ובשיתוף עם צוותי הפיתוח האחרים, התשתיות ואבטחת מידע שבארגון.",דרישות התפקיד מה אנחנו מחפשים? מינימום 5 שנות ניסיון בפיתוח Front End/ Web - חובה לפחות 3 שנות ניסיון פיתוח ב-ב-Angular גרסה 12 ומעלה - חובה ניסיון פיתוח ב-NODEJS - יתרון משמעותי ניסיון בעבודה עם GIT,הייטק-תוכנה & ANGULAR & מפתח/ת WEB & FRONTEND,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-6390-elad-group/
Cyber Security Architect לארגון פיננסי,קבוצת Aman,תיאור משרה ארגון מוביל בתחום הפיננסי מגייס ארכיטקט/ית אבטחת מידע. אל תפספס/י הזדמנות להתפתח ולהיות חלק מצוות מוביל ומקצועי שעוסק בלב תעשיית אבטחת המידע. המשרה ממוקמת בתל אביב,"דרישות התפקיד ניסיון של 3 שנים ומעלה בתחום אבטחת המידע לרבות: אפיון וכתיבת מסמכי דרישות אבטחת מידע למערכות מידע, עבודה בסביבה מונחת רגולציה ותקני אבטחת מידע, עבודה עם גופים בתחום הפיננסי, ליווי פרויקטי מחשוב בהיבטי אבטחת מידע / ייעוץ אבטחת מידע בפרויקט. ניסיון ויכולת לחבר את עולמות אבטחת מידע וענן. עדיפות ל- AWS. ניסיון מבוסס לפחות בשלושה מהתחומים: 1. Mobile and WEB application security 2. API (OWASP) 3. ציוד תקשורת לרבות LAN, WAN, הצפנה. 4. ציוד הגנה (WAF IPS FW וכו') 5. מערכות ESB, ניהול תורים ותהליכים, שינוע קבצים, מוצרי אוטומציה DevOps 6. תשתיות מידע ואנליטיקה BigData, DWH, Cloud 7. עבודה בענן SaaS/PaaS/IaaS 8. תשתיות ליבה MF  השכלה: תואר אקדמי או טכנאי / הנדסאי במגמות מחשוב וטכנולוגיה - חובה הסמכה רלוונטית בתחום אבטחת המידע: CISSP, CICISO, CISM, CISA, CRISC - יתרון קורס CISO ממוסד מוכר – יתרון",הייטק-כללי & מומחה/ית אבטחת מידע & מנהל/ת פרויקטים,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-23333-%D7%A7%D7%91%D7%95%D7%A6%D7%AA-%D7%90%D7%9E%D7%9F/
experienced Q.A specialist,מגל מערכות בטחון,"תיאור משרה Job Overview: We are looking for a highly motivated and experienced quality assurance specialist to join our small agile team and make a big impact, take an important part in automating the testing process of our next generation Command and Control software, FortisX. As a member of our team, you will be responsible for develop and execute overall testing strategies including manual test plans, test automation, build test cases and reports.","דרישות התפקיד Responsibilities: • Define, develop and implement quality assurance practice, test plan and procedures • Execute manual as well as automated test cases and analyze results • Detect, analyze and report application bugs • Work closely with both developers and business analysts/architects to understand application features • Gather and analyze the teams’ quality statistics • Help troubleshoot production issues  Skills and qualifications: • At least 4 years of practical experience with manual and/or automated testing • Knowledge of software QA methodologies, tools, and processes • Experience in desktop front and back end testing • Experience in stress and load testing • Understanding of complex, multi components system architecture • Experience with Azure Devops – Advantage • Experience with leading QA team - Advantage",הייטק-QA & איש/ת QA,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-666979-%D7%9E%D7%92%D7%9C-%D7%9E%D7%A2%D7%A8%D7%9B%D7%95%D7%AA-%D7%91%D7%98%D7%97%D7%95%D7%9F/
ראש צוות Full Stack,"עוז תוכנה בע""מ","תיאור משרה לאגף מערכות מידע בחברה פיננסית גדולה ומתקדמת דרוש/ה ראש צוות פיתוח Full Stack  • ניהול צוות פיתוח של 5-7 מפתחים והובלה טכנית בתחום. • Hands On – לפחות 50% משרה • תכנון ארכיטקטורות פתרון, כתיבת אפיונים טכניים מדרישות עסקיות ופירוק משימות לצוותי הפיתוח • הובלה והטמעה של פתרונות טכנולוגים ותהליכי פיתוח מתקדמים (unit tests, integration tests). • עבודה מול ממשקים - משתמשים עסקיים, מנהלי פרויקטים, צוותי פיתוח, צוותי בדיקות • עבודה במתודולוגיית Agile","דרישות התפקיד • לפחות 5 שנות ניסיון בפיתוח Full Stack • 2-3 שנות ניסיון בניהול צוות פיתוח ותהליכי פיתוח מקבילים • תואר ראשון במדעי המחשב • ניסיון ב- java + spring ו spring boot • ניסיון בקליינט web : react/angular, material ui, css • ניסיון מעשי בעבודה מול בסיס נתונים רלציונים, לא רלציונים ובעבודה עם cache db (redis או אחרים) • ניסיון בתכנון וכתיבה של API's (REST) ואינטגרציה עם מערכות שונות • ידע / ניסיון בטכנולוגיות פיתוח מתקדמות (micro services, containers etc.) • ידע ב-client devops (webpack, bubble, node.js, nx) ועבודה בענן – יתרון • ידע באחת מהטכנולוגיות הבאות- KAFKA ,RabbitMQ ,Splunk יתרון  עצמאות, מחויבות גבוהה, יכולת עבודה עצמאית ותחת לחץ, יוזמה, יכולות בינאישיות להנעת עובדים וניהול ממשקים מורכבים. בהצלחה!",הייטק-כללי & משרות הייטק כללי & איש/ת מערכות מידע & הייטק-תוכנה & JAVA & ראש צוות פיתוח & REACT,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2284810-%D7%A4%D7%A8%D7%93%D7%A1%D7%99%D7%94-%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98%D7%99%D7%9D/
קריירה בפיתוח תוכנה-אנחנו דואגים למשרה בסוף ההכשרה,Infinity Labs,"תיאור משרה חברת אינפיניטי לאבס הכשירה ושיבצה בתעשייה מעל 2,000 אנשי פיתוח תוכנה, סייבר ו-DevOps, שהיום מהווים את עמוד התווך בחברות הישראליות והבינלאומיות המובילות בתעשיית ההייטק והביטחון. המודל העסקי שלנו מבוסס על שותפות: ההכשרה על חשבוננו למתאימים – רק כאשר אתם מתקבלים בהצלחה למשרות פיתוח תוכנה, אנחנו מחזירים את ההשקעה בכם ויכולים לקיים מודל רווח. למחלקת הלקוחות שלנו ולמנטורים מטרה אחת-למצוא לכם את המשרה המתאימה עוד בזמן ההכשרה לתפקידים הדורשים 2-3 שנות ניסיון בקרב אחד מ-300 לקוחות החברה. במסלולי הקריירה שלנו הלמידה מבוססת Hands-On, פרויקטים המדמים יום בתעשייה בצוותי פיתוח בשילוב מחקר תיאורטי מעמיק. ההכשרה צוללת לעומק: - ארכיטקטורת תוכנה - כתיבת תשתיות - פרדיגמת פיתוח מבוססת Agile - היכרות יסודית עם מערכות הפעלה, קוד קרנל, ניהול, Soft-Skills ועוד. כל אלו יעניקו לכם הבנה ופיתוח של טכנולוגיות משתנות וורסטיליות לאורך כל הקריירה. כך שתוכלו לדלג בין כל טכנולוגיה שהיא ולפתור כל בעיה ופרויקט.","דרישות התפקיד * תנאים מעולים ואפשרויות פיתוח אישי ומקצועי למתאימים/ות * לא נדרש ניסיון קודם בתכנות, הכשרה למשרה על חשבון החברה * אפשרות למלגות קיום בזמן ההכשרה המסלול מיועד לבעלי תואר ראשון בהנדסה/מדעים מדויקים או תואר בהצטיינות עם ציון פסיכומטרי 680+ -אנגלית ברמה גבוהה -מיומנויות אוטודידקטיות -אוריינטציה אנליטית המשרה מיועדת לנשים ולגברים כאחד.",מדעים / ביוטק & מתמטיקאי/ת & פיזיקה & ביוטכנולוגיה,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1999924-infinty-labs/
Software Solution Architect,קבוצת קשת,"תיאור משרה Keshet Media Group is looking for a highly passionate, professional, hands-on and team player to define, shape and evolve the architecture of our existing and next generation products.  Working as Software Solution Architect Day by day includes:  Hands-on development (mainly for POC and research purposes, but not only) Implement and embed AI & ML services Working closely with the R&D manager to define, plan and execute new features and technical aspects of our products Act as R&D products expert, understanding the product in terms of its requirements. Mentor and provide guidance to the project managers and development team, ensuring their work quality and alignment with the overall architecture Senior hands-on technology leader Continually research current and emerging technologies and make recommendations for changes where needed. Lead the technical design documents writing, including high-level designs and architecture documents Ensure the performance, scalability, and security of the solutions. Stay up-to-date with industry best practices and emerging trends in software development and architecture","דרישות התפקיד Requirements:  Experience as software architect (at least 2 years)? Ability to take into account the broader picture while still diving into details Demonstrated ability to adapt to new technologies and learn quickly At least 5 years of hands-on full-stack web development experience Must know: .NET Framework , ASP. Net, C#, Web API/REST, NodeJs, NestJS, MS SQL, NoSQL such as Elastic Search, Angular CLI, HTML, SCSS, JavaScript , Azure DevOps Working with CI/CD tools (azure devOps-advantage) Working with?WinForms is an advantage Strong communication skills and excellent teamwork Ability to work in a flexible and agile environment on a variety of subjects and technologies Strong self-learning skills",הייטק-תוכנה & NET. & ראש צוות פיתוח & ANGULAR,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1926-%D7%A9%D7%99%D7%93%D7%95%D7%A8%D7%99-%D7%A7%D7%A9%D7%AA/
SAP Developer,Comm-IT,"תיאור משרה About the Role:  We are seeking a passionate and innovative SAP Developer with a keen interest in leveraging Large Language Models (LLMs) and Generative AI (GenAI) to revolutionize our software and process development lifecycle. You will be an integral part of a dedicated pod of engineers, focused on pushing the boundaries of efficiency and automation within the SAP ecosystem.  Responsibilities:  ? Develop and maintain SAP applications, modules, and interfaces: This includes designing, coding, testing, and deploying solutions using various SAP technologies, including ABAP, Fiori, and SAP Cloud Platform.  ? Integrate LLMs and GenAI into the development lifecycle: Research, evaluate, and implement AI-powered tools and techniques to augment and automate tasks like code generation, documentation, testing, and problem-solving.  ? Optimize existing workflows and processes: Identify opportunities to leverage AI to streamline development activities and enhance team efficiency.  ? Collaborate with other developers and stakeholders: Work closely with your pod and other teams to design, implement, and deploy innovative AI-driven solutions.  ? Stay up-to-date with the latest advancements in AI and SAP technologies: Continuously learn and explore emerging technologies to ensure you are at the forefront of innovation.  ? Contribute to the development of best practices and documentation for AI-enhanced SAP development.","דרישות התפקיד * Proven experience as a SAP Developer with expertise in ABAP, Fiori, and SAP Cloud Platform. *Strong understanding of software development methodologies (e.g., Agile). *Demonstrated ability to learn and adapt to new technologies quickly. *Passion for AI and its potential to transform the software development landscape. *Excellent communication and collaboration skills.  Preferred Skills and Qualifications: *Experience with LLMs and GenAI technologies, including tools like GitHub Copilot and ChatGPT. *Understanding of SAP's AI capabilities and plugins within the SAP ecosystem. *Experience with SAP DevOps practices and tools is a plus. *Experience with cloud computing platforms (e.g., AWS, Azure, GCP).",הייטק-תוכנה & תוכניתן/ית ERP / CRM & מתכנת/ת & ABAP,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1756-comm-it/
Salesforce Developer,Comm-IT,"תיאור משרה About the Role:  We are seeking an innovative and driven Salesforce Developer to join our team and spearhead the integration of Large Language Models (LLMs) and Generative AI into our Salesforce development lifecycle. This role focuses on boosting efficiency and productivity by leveraging cutting-edge AI technologies to augment and automate specific development tasks and processes.  Key Responsibilities:  ? Design, develop, and implement Salesforce solutions leveraging LLMs and GenAI to improve software and process development lifecycle efficiencies.  ? Identify areas within the development lifecycle where LLMs and GenAI can be effectively integrated to streamline workflows, automate repetitive tasks, and enhance code quality.  ? Utilize copilots, existing tools, and AI features within the Salesforce ecosystem to build and deploy AI-powered solutions.  ? Collaborate with a pod of engineers to develop and implement strategic AI initiatives, share knowledge, and foster innovation.  ? Research and stay up-to-date on the latest advancements in LLMs, GenAI, and other relevant technologies.  ? Participate in code reviews, technical discussions, and knowledge sharing sessions to contribute to the team's collective expertise.  ? Analyze and measure the impact of implemented AI solutions on development efficiency and identify areas for further optimization.","דרישות התפקיד *Proven experience as a Salesforce developer with a strong understanding of the Salesforce platform, Apex, Visualforce, Lightning Web Components, and Salesforce APIs. *Strong analytical and problem-solving skills with a proactive approach to identifying areas for improvement. *Excellent communication and collaboration skills, with the ability to work effectively within a team environment. *Passion for exploring and implementing emerging technologies to enhance development processes.  Preferred Skills and Qualifications: *Demonstrated experience in working with and integrating LLMs and GenAI technologies within software development processes, including tools like GitHub Copilot and ChatGPT. *Experience with Salesforce DevOps practices and tools is a plus. *Understanding of Salesforce’s AI capabilities and plugins within the SF ecosystem. *Experience with cloud computing platforms (e.g., AWS, Azure, GCP).",הייטק-תוכנה & מהנדס/ת תוכנה & JAVA,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1756-comm-it/
Senior Full Stack Developer,Comm-IT,"תיאור משרה About the Role: We are seeking a passionate and innovative Senior Full Stack Developer with a keen interest in leveraging Large Language Models (LLMs) and Generative AI (GenAI) to revolutionize our software and process development lifecycle. You will be an integral part of a dedicated pod of engineers, focused on pushing the boundaries of efficiency and automation within the Full Stack ecosystem.  Responsibilities: ? Design, develop, and maintain Pyhton-based applications and microservices: This includes writing clean, efficient code, implementing unit tests, and ensuring high code quality. ? Integrate LLMs and GenAI into the development lifecycle: Research, evaluate, and implement AI-powered tools and techniques to augment and automate tasks like code generation, documentation, testing, and bug fixing. ? Optimize existing workflows and processes: Identify opportunities to leverage AI to streamline development activities and enhance team efficiency. ? Collaborate with other developers and stakeholders: Work closely with your pod and other teams to design, implement, and deploy innovative AI-driven solutions. ? Stay up-to-date with the latest advancements in AI and Python technologies: Continuously learn and explore emerging technologies to ensure you are at the forefront of innovation. ? Contribute to the development of best practices and documentation for AI-enhanced full stack development.","דרישות התפקיד Required Skills and Qualifications: ? Proven experience as a Full stack Developer with a focus on Python. ? Strong proficiency in React. ? Demonstrated ability to learn and adapt to new technologies quickly. ? Passion for AI and its potential to transform the software development landscape. ? Excellent communication and collaboration skills.  Preferred Skills and Qualifications: ? Experience with LLMs and GenAI technologies, including tools like GitHub Copilot and ChatGPT. ? Familiarity with DevOps tools and practices (e.g., CI/CD, Docker, Kubernetes). ? Experience with cloud computing platforms (e.g., AWS, Azure, GCP).  Benefits: ? Opportunity to work with cutting-edge technology and be part of a groundbreaking tem. ? Collaborative and supportive work environment. ? Continuous learning and development opportunities. ? Competitive salary and benefits package. If you are a highly motivated Full stack Developer eager to embrace the power of AI, we encourage you to apply!",הייטק-תוכנה & PYTHON & מפתח/ת אלגוריתמים & FULL STACK,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1756-comm-it/
Java Developer - Generative AI & Automation,Comm-IT,"תיאור משרה About the Role:  We are seeking a passionate and innovative Java Developer with a keen interest in leveraging Large Language Models (LLMs) and Generative AI (GenAI) to revolutionize our software and process development lifecycle. You will be an integral part of a dedicated pod of engineers, focused on pushing the boundaries of efficiency and automation within the Java ecosystem.  Responsibilities:  - Design, develop, and maintain Java-based applications and microservices: This includes writing clean, efficient code, implementing unit tests, and ensuring high code quality.  - Integrate LLMs and GenAI into the development lifecycle: Research, evaluate, and implement AI-powered tools and techniques to augment and automate tasks like code generation, documentation, testing, and bug fixing.  - Optimize existing workflows and processes: Identify opportunities to leverage AI to streamline development activities and enhance team efficiency.  - Collaborate with other developers and stakeholders: Work closely with your pod and other teams to design, implement, and deploy innovative AI-driven solutions.  - Stay up-to-date with the latest advancements in AI and Java technologies: Continuously learn and explore emerging technologies to ensure you are at the forefront of innovation.  - Contribute to the development of best practices and documentation for AI-enhanced Java development.","דרישות התפקיד Required Skills and Qualifications:  - Proven experience as a Java Developer with a strong understanding of object-oriented programming principles.  - Experience with popular Java frameworks (e.g., Spring Boot, Spring Cloud).  - Demonstrated ability to learn and adapt to new technologies quickly.  - Passion for AI and its potential to transform the software development landscape.  - Excellent communication and collaboration skills.  Preferred Skills and Qualifications:  - Experience with LLMs and GenAI technologies, including tools like GitHub Copilot and ChatGPT.  - Familiarity with DevOps tools and practices (e.g., CI/CD, Docker, Kubernetes).  - Experience with cloud computing platforms (e.g., AWS, Azure, GCP).  Benefits:  - Opportunity to work with cutting-edge technology and be part of a groundbreaking team.  - Collaborative and supportive work environment.  - Continuous learning and development opportunities.  - Competitive salary and benefits package.  If you are a highly motivated Java Developer eager to embrace the power of AI, we encourage you to apply!",הייטק-תוכנה & JAVA,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1756-comm-it/
לחברה מובילה בתחומה דרוש/ה מנהל/ת צוות IT,- חסוי -,"תיאור משרה ניהול תשתיות החברה- וירטואליזציה, תקשורת, מיקרוסופט, ניטור, SQL, אבטחת מידע, תשתיות פסיביות ועוד. עבודה שוטפת מול כל תחומי האירגון ניהול פרוייקטים וניהול צוות הIT",דרישות התפקיד ניסיון בתפקיד דומה - יתרון משמעותי ניסיון בעבודה עם שרתים ותשתיות מרובות העבודה בימי ראשון עד חמישי- שעות העבודה גמישות,הייטק-כללי & איש/ת IT & מנהל/ת מערכות מידע & DEVOPS,https://www.drushim.co.il/job/30529678/b3ccf9ea/
דרוש/ה DevOps,matrix DnA,תיאור משרה ניסיון מוכח בעבודה עם Vertica ו/או Talend הבנה מעמיקה בתהליכי CI/CD ובכלי DevOps נפוצים ניסיון בעבודה בסביבת Linux/Unix,"דרישות התפקיד פיתוח, תחזוקה ושיפור תהליכי CI/CD. ניהול ותפעול סביבות ענן ושרתים פיזיים. אינטגרציה, פריסה וניהול מערכות נתונים באמצעות Vertica ו-Talend. אוטומציה של תהליכים וניהול תצורה בעזרת כלים כמו Ansible, Puppet ועוד. ניטור, איתור ופתרון בעיות תשתית. שיתוף פעולה עם צוותי הפיתוח להבטחת איכות ויציבות המערכות.",הייטק-כללי & DEVOPS & BI & משרות הייטק כללי,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-504776-%D7%9E%D7%98%D7%A8%D7%99%D7%A7%D7%A1-bi/
דרוש/ה Devops,matrix DnA,"תיאור משרה Matrix DNA מתרחבת ! דרושים אנשי/ות DevOps מנוסים שמעוניינים לקחת חלק בתפקיד ייחודי ומאתגר! הזדמנות להיכנס לחברה יציבה, המאפשרת מגוון אפשרויות קידום והזדמנויות .",דרישות התפקיד ניסיון בבניית תהליכי CI\CD - לפחות שנתיים ניסיון בהקמת תשתיות Cloudera - חובה! ניסיון עבודה עם - AWS/ Azure/ GCP - יתרון,הייטק-כללי & DEVOPS,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-504776-%D7%9E%D7%98%D7%A8%D7%99%D7%A7%D7%A1-bi/
DevOps Engineer,Prologic 1,"תיאור משרה לחברתנו דרוש/ה DevOps Engineer למשרה מלאה, לטווח ארוך ובמתכונת היברידית","דרישות התפקיד -ידע וניסיון בסביבת Linux - ניסיון בכתיבת תהליכי אוטומציה וסקריפטים מורכבים ב-Bash ו/או Python - ניסיון בהטמעת תהליכי CI/CD - ניסיון ב-Docker וב- Kubernetes - ניסיון בעבודה עם Containers במתדולוגיית microservices - ניסיון בעבודה עם כלים הבאים: Jenkins, Ansible, Artifactory, Git, SVN, make, maven - ניסיון בבניות אפליקציה בסביבות מרובות טכנולוגיות (כגון : java, angular, c, , python , cobol)",הייטק-תוכנה & DEVOPS,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-25387-prologic/
מהנדס/ת Devops,Mertens – Malam Team,"תיאור משרה לMertens-Malam Team דרוש/ה מהנדס/ת Devops לארגון ביטחוני מוביל באזור המרכד  התפקיד כולל: אינטגרציית מערכות, בניית מערכות (תהליכי CI/CD), עבודה והכרות טובה עם Jenkins   ניטור ותמיכה בתקלות וכתיבת סקריפטים (bash/python) עבודה בסביבת Linux והבנה בסיסית בתקשורת","דרישות התפקיד שלוש שנות ניסיון לפחות בתפקידי Devops התקנות ותמיכה באתרים מגוונים ומרוחקים הכוללים נסיעות לאתרים ברחבי הארץ ובחו""ל ניסיון מעמיק בתהליכי CI/CD ידע מעמיק במערכת הפעלה -Linux  ניסיון בכתיבת סקריפטים (bash/python)",הייטק-כללי & DEVOPS & SYS ADMIN WIN & משרות הייטק כללי,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2376295-%D7%9E%D7%A8%D7%98%D7%A0%D7%A1-%D7%94%D7%95%D7%A4%D7%9E%D7%9F-%D7%9E%D7%99%D7%97%D7%A9%D7%95%D7%91/
לארגון פיננסי מוביל במרכז דרוש/ה DEVOPS ENGINEER,קבוצת Aman,תיאור משרה לארגון פיננסי מוביל במרכז דרוש/ה DEVOPS ENGINEER מנוסה להשתלבות בצוות הארגון נדרשת מוטיבציה גבוהה ללמידה והתקדמות,"דרישות התפקיד - שלוש שנות ניסיון ב DEVOPS/תשתיות  - כתיבת סקריפטים לפייפלינים של CI/CD  - ניסיון ב YAML ו PowerShall  - ניסיון ב Gitlab, Ansible  - יתרון – עבודה עם אפליקציות מובייל, עבודה עם כלי בדיקות אוטומטיים, כלי ניטור אפליקטיביים כדוגמת AppDynamics, Dockers, MicroServices.  - יכולת עבודה בצוות ותמיכה במפתחים ובתהליכי הפיתוח.",הייטק-כללי & DEVOPS,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-23333-%D7%A7%D7%91%D7%95%D7%A6%D7%AA-%D7%90%D7%9E%D7%9F/
DevOps Engineer,- חסוי -,"תיאור משרה חברת הייטק מובילה בתל אביב מחפשת DevOps מנוסה העובדת בטכנולוגיות מתקדמות ביותר, יכולת עבודה עצמאית ובצוות, יציבות ויכולת פתרון בעיות. המועמד המתאים יהנה מהזדמנויות פיתוח והתקדמות מקצועית באווירה דינמית ומאתגרת.  אם אתה מחפש אתגר חדש ורוצה להיות חלק מצוות הטכנולוגי המוביל,שלח קוח","דרישות התפקיד מעל 3 שנות ניסיון כ- Devops ניסיון Sun Grid, LSF Grid חובה -ניסיון בעבודה מול ה- Cloud AWS -ניסיון עם Docker, GIT, Jenkins and Kubernetes -ניסיון בכתיבת סקריפטים",הייטק-כללי & DEVOPS & SYS ADMIN UNIX & תשתיות,https://www.drushim.co.il/job/30571250/d6885d38/
(LE) איש/אשת DevOps,Elad Software,"תיאור משרה אלעד מערכות מגייסת איש/אשת DevOps לארגון מוביל ! במסגרת התפקיד אחריות על יצירה, יישום, עריכת התאמות, תפעול ותחזוקה של פתרונות המבוססים על תשתיות ענן, כתיבה ותחזוקת קוד Infrastructure as a code, בדגש על TERAFORM ותשתית FAST FABRIC. ~העבודה במודל היברידי~","דרישות התפקיד 4 שנים ומעלה בתחום הענן- חובה ידע וניסיון בכתיבת IAC של Terraform לפיתוח תשתיות ענן • ניסיון בתפעול סביבת קוברנטיס בענן GCP/ AWS ניסיון בפיתוח/אוטומציה Containers, Kubernetes • ניסיון מעשי בהקמת שירותי ספק ענן GCP/ AWS ובכלל זה ניסיון מעשי בכתיבת תהליכי ניטור ובקרה בסביבת GCP ניסיון בשימוש בשירותי תקשורת של GCP הכרות עם פרוטוקולי SSO – SAML OAUTH, OPENID • הסמכות של GCP/ AWS רלוונטיות לעולמות ה DEVOPS",הייטק-כללי & DEVOPS & CLOUD,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-6390-elad-group/
DevOps Engineer,קוד אואזיס,"תיאור משרה Develop, support and improve continuous integration, continuous deployment, automated testing, and release management pipelines Continuously improve the stability and speed of our CI and CD pipelines. Develop enablers and tools that provide the flexibility to allow a smooth and efficient development lifecycle.",דרישות התפקיד - Hands-on Linux experience including shell scripting & bash -Using CI/CD tools -Work in Docker environments -Experience with Kubernetes -Work with Git - Strong problem-solving skills with an investigative mentality. - Good communication skills and excellent team work capabilities. - Experience with on-Prem systems and cloud services (azure/AWS). - Experience with Package Management - an advantage,הייטק-תוכנה & DEVOPS & CLOUD & LINUX / UNIX,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-907063-%D7%A7%D7%95%D7%93-%D7%90%D7%95%D7%90%D7%96%D7%99%D7%A1/
מומחה/ית DevOps,Ready Group,תיאור משרה התפקיד כולל: עבודה כחלק מצוות DevOps הנותן שירותים לצוותי הפיתוח השונים. התפקיד כולל אחריות על כל הכלים ההנדסיים בחטיבה ומתן פתרונות DevOps לסביבות עבודה שונות.,"דרישות התפקיד ניסיון של לפחות 3 שנים בתחום הDevOps -  - חובה ניסיון בעבודה בסביבת  On Premises ניסיון בעבודה עם  Dockers, Kubernetes ניסיון בעבודה עם  OpenShift, SonarQube ניסיון באימפלמנטציה של Micro Services בתהליכי CI/CD של Azure DevOps ניסיון ב Linux ו- bash",הייטק-כללי & DEVOPS & מנהל/ת רשת & CLOUD,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1475999-%D7%A8%D7%99%D7%99%D7%A6%D7%99%D7%A4/
תוכניתן/ית DEVOPS למשרד ממשלתי בירושלים,Software AG - SPL,"תיאור משרה חברת Software AG-SPL מגייסת תכניתן/ית DEVOPS להשתלבות במשרד ממשלתי בירושלים. התפקיד דורש ידע נרחב והבנה מעמיקה של טכנולוגיות ענן, אוטומציה, רשתות ואבטחת מידע.",דרישות התפקיד 4+ שנות ניסיון בפיתוח DevOps. - הכרות מעמיקה עם כלים ושיטות אבטחה בענן. - ידע בתהליכי CI/CD. - השכלה רלוונטית בתחום.,הייטק-כללי & DEVOPS & CLOUD,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-9651-spl--software-ag/
