Title,Company,Job description,Requirements,Categories,Link
טכנאי PC / שטח באיזור מרכז וירושלים במיידי,yesnet כל פתרונות,"תיאור משרה ללקוחות שלנו דרושים במיידי טכנאי מחשבים בעלי נסיון תמיכה HD במשתמשים התקנות ושדרוגים של תחנות עבודה עבודה משעה 8 עד 17 וחצי, 5 ימי עבודה בשבוע.","דרישות התפקיד ניסיון של כטכנאי /ת מחשבים בארגון ידע בחומרה, מערכות הפעלה, AD, 365 טיפול בתקלות מערכת הפעלה WIN10 תחנות עבודה. טיפול בתקלות ותמיכה במשתמשי קצה. חשוב ידע בחומרה במחשב ויצירת IMAGE. התקנת מדפסות וסורקים",הייטק-כללי & טכנאי/ת מחשבים & HELP DESK / תמיכה & מנהל/ת רשת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-23860-yesnet-%D7%9B%D7%9C-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA/
מנהל/ת רשת ג'וניור במיידי,yesnet כל פתרונות,"תיאור משרה תמיכה במשתמשים בתחום החומרה והתוכנה המקומית, תמיכה באופיס, אנטי וירוס, תוכנות Client Server. תמיכה וניהול שרתים בכלל סניפי הרשת.","דרישות התפקיד שנה ניסיון לפחות בתחום - חובה ניסיון בעבודה עם Microsoft Windows Server. ניסיון בווירטואליזציה HYPER-V / VMWARE.- יתרון ידע בניהול Active Directory, GPO, Exchange,.365 היכרות עם מוצרי אבטחה ותקשורת היכרות עם מוצרי storage -יתרון. היכרות עם מוצרי גיבוי - יתרון.",הייטק-כללי & HELP DESK / תמיכה & SYS ADMIN WIN & מנהל/ת רשת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-23860-yesnet-%D7%9B%D7%9C-%D7%A4%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA/
מנתח/ת מערכות דיגיטל,מרטנס הופמן- MALAM TEAM,תיאור משרה ל Mertens- Malam Team דרוש/ה מנתח/ת מערכות Web ואפליקציות לתחום הדיגיטל עבור ארגון פיננסי במרכז  הגדרת תפקיד: כתיבה ותחזוקה שוטפת של מסמכי אפיון של תחום הדיגיטל תיעוד שינויים ופתרונות בפרויקטים קיימים וחדשים תמיכה בתהליכי הפיתוח והבדיקות של תהליכים – עבודה מול צוותי הפיתוח והבדיקות מענה לצרכים וקידום משימות מול צוותים אחרים (בתיאום עם מנהלי הפרויקטים),"דרישות התפקיד ניסיון של שנתיים בניתוח מערכות Digital ניסיון מוכח בכתיבת מסמכי אפיון פונקציונאליים וטכניים למערכות Web ו-Mobile ניסיון בעבודה עם ממשקים מול מערכות שונות (API, קבצי JSON...) הבנה בחוויית משתמש - UX/UI  ידע ב-SQL ויכולת עבודה מול בסיסי הנתונים (MS SQL Server) ידע וניסיון בשימוש בכלים מקצועיים כגון Figma, Visio, Jira, MS Office ועוד ניסיון בתחום הפיננסי – יתרון משמעותי",הייטק-כללי & מנתח/ת מערכות & איש/ת IT & מנהל/ת פרויקטים,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2376295-%D7%9E%D7%A8%D7%98%D7%A0%D7%A1-%D7%94%D7%95%D7%A4%D7%9E%D7%9F-%D7%9E%D7%99%D7%97%D7%A9%D7%95%D7%91/
Cloud Support Engineer,אזטק טכנולוגיות,"תיאור משרה Aztek, a leading Microsoft Partner, is seeing a Cloud Support Engineer to provide 2nd tier support to our customers, in MS Office 365 and Azure Cloud Services. It is a great opportunity to join an established company and work with innovative customers on the most up-to-date technologies","דרישות התפקיד • Minimum 2 years’ experience as IT Support/Help Desk to end-users • Knowledge of Networking, DNS & AD • Good knowledge of MS Office • Experience in running cloud services of office 365 • Knowledge of other cloud services – advantage • Proficiency in English – a must Hybrid position",הייטק-כללי & SYS ADMIN WIN & CLOUD & איש/ת IT,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2431452-%D7%90%D7%96%D7%98%D7%A7-%D7%98%D7%9B%D7%A0%D7%95%D7%9C%D7%95%D7%92%D7%99%D7%95%D7%AA/
איש תקשורת ורשתות,בינת סמך,"תיאור משרה לארגון ביטחוני ברמלה דרוש/ה איש תקשורת ורשתות **משרת שטח  חלק ממסגרת התפקיד: תכלול מענה תקשורתי לכיתות כוננות בפריסה ארצית. תכנון ופיקוח על הקמה, בדיקה, כיוונון, הפעלה ותחזוקה של רשתות תקשורת מקומיות / מרחביות.","דרישות התפקיד ניסיון של שנתיים בעולמות התקשורת ובפרט: הכרה של מערכות תקשורת מקומיות / מרחביות מבוססות IP כולל תכנון, הגדרה ותחזוקה. תכנון, ליווי והקמה של פרויקטי תקשורת, עד למסירת הפרויקט והתיעוד. ניסיון עבודה מול ספקים / קבלני משנה לאורך כל שלבי הפרויקט. הכרה והבנה בתחום תקשורת הנתונים בדגש על מערכות וטכנולוגיות בעולם ה- IP הכרות והבנה בארכיטקטורת רשת תקשורת. נכונות לעבודה במערכות קריטיות (פיקוח נפש), בזמינות 24/7, כולל שבתות וחגים (בתשלום כמובן)","הייטק-כללי & תקשורת / שו""ב",https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2444923-%D7%91%D7%99%D7%A0%D7%AA-%D7%A1%D7%9E%D7%9A/
מיישם/ת מערכות פיננסי,Logica-IT,"תיאור משרה יישום חוקיות עסקית במערכות הליבה של הארגון באמצעות הגדרה בטבלאות ו/או כתיבת חוקים לוגיים. אפיון, בניה, תמיכה ותחזוקה של פעילות הביטוח במערכות ההפקה. כתיבת תרחישי בדיקות לפי מסמכי דרישות עסקיות ובדיקות קבלה לאחר גרסאות מערכת. אישור עסקי של מסמכי הדרישות טרום העברה לפיתוח.","דרישות התפקיד בוגר.ת תואר באחד מן התחומים הבאים: כלכלה, מימון, סטטיסטיקה, חשבונאות, ניהול, הנדסה, מדעים מדויקים. ניסיון בתחום הביטוח האלמנטרי (חיתום ותביעות) יתרון ניסיון יישום במערכת ליבה- חובה (comtec-  יתרון לניסיון עם) יכולת חשיבה וניתוח לוגי / מתמטי יכולת ניתוח תהליכים, שיפור שיטות ופתרון בעיות מורכבות יכולת הבנה עסקית גבוהה יכולת ראייה רוחבית יכולת ניהול מטריציוני / ממשקים, הובלת פרויקטים ומשימות ותיעדופן ניסיון בכתיבת חוקיות לוגית במערכות ביטוח יחסי אנוש מעולים יכולת עבודת בצוות תחת תנאי לחץ ומשימות מרובות",הייטק-כללי & מיישם/ת & מנהל/ת מערכות מידע & איש/ת מערכות מידע,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-311679-logica-it/
מנהל/ת רשת מחשוב? ההזדמנות הבאה לפניך!,מרטנס הופמן- MALAM TEAM,"תיאור משרה לחברת Mertens- MalamTeam דרוש/ים אנשי/ נשות תמיכת IT לתמיכה פנים ארגונית בעובדי ארגון גדול בפתח תקווה. במסגרת התפקיד תמיכה במשתמשים וניהול סביבת DOMAIN. כמו כן, ניהול הרשאות ב- Active Directory ו- Exchange, תמיכה בתקלות במערכות הפעלה Windows ועוד. השתלבות בצוות צעיר ומקצועי, תנאים טובים למתאימים. העבודה במשרה מלאה בשעות הבוקר, א’-ה’ ושישי לסירוגין.","דרישות התפקיד ניסיון של שנה לפחות כתומך/ת Help Desk או כמנהל/ת רשת מחשוב (אפשרי ניסיון צבאי) היכרות טובה עם מערכות הפעלה Win , מתן הרשאות ב- AD אבחון וטיפול בתקלות רשת, הגדרת כונני רשת והגדרת ציוד קצה",הייטק-כללי & HELP DESK / תמיכה,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-2376295-%D7%9E%D7%A8%D7%98%D7%A0%D7%A1-%D7%94%D7%95%D7%A4%D7%9E%D7%9F-%D7%9E%D7%99%D7%97%D7%A9%D7%95%D7%91/
לחברה אינטגרציה דרוש איש/ת Help Desk System,MissRuth,"תיאור משרה איש/ת Help Desk לתפקיד הכולל מתן שירותי תמיכה מקצועיים ללקוחות החברה הזדמנות מצוינת להיות חלק מחברת אינטגרציה מדהימה, ללמוד ולהתפתח. התפקיד הינו תמיכה ברשתות מחשבים ותקשורת מחשבים .","דרישות התפקיד * ניסיון של שנה לפחות בתפקיד IT / Help Desk הנותן מענה למשתמשי קצה *הבנה בסיסית ב Networking/DNS Records/AD *ידע בסביבת ותוכנות מיקרוסופט *ידע בניהול שירותי ענן *ניסיון בעבודה עם מערכת קריאות ותהליכי טיפול בתקלות עם SLA *ידע שירותי סיסטם ו Tier2 - יתרון *אנגלית ברמה טובה – חובה *יכולת לימוד עצמי – חובה *חיוך קבוע, שמחת חיים ואהבה למקצוע – חובה! המשרה במשרדי החברה בראשל""צ.",הייטק-כללי & HELP DESK / תמיכה & SYS ADMIN WIN & מנהל/ת רשת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1573146-missruth/
מיישמ\ת אוטומציה לתחום Automic,בינת תקשורת מחשבים,תיאור משרה אנחנו בבינת מגייסים מיישמ\ת אוטומציה לתחום Automic לעבודה דינמית ומגוונת כחלק מיחידת הDigital Workflows  איך יראה היום שלך? - איפיון והגדרת מערכות אוטומציה על פי צרכי הלקוחות. - הטמעת מערכות אוטומציה וליווי שוטף של הלקוחות לאחר ההטמעה. - פיתוח תהליכים אוטומטיים וכתיבת סקריפטים ב- Python / Powershell,דרישות התפקיד 1-3 שנות ניסיון בתפקידי תמיכה טכנית/תשתיות / IT - חובה. - ידע במערכות הפעלה Windows/Linux - חובה - ניסיון בעבודה מול לקוחות ושירותיות ברמה גבוהה. - סיווג ביטחוני - יתרון משמעותי. - תואר בהנדסה תעשיה וניהול /מערכות מידע – יתרון (יכול להתאים גם לסטודנטים בשנת הלימודים האחרונה),הייטק-כללי & מיישם/ת & איש/ת מערכות מידע & HELP DESK / תמיכה & הייטק-QA & בדיקות אוטומטיות,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-23725-%D7%91%D7%99%D7%A0%D7%AA-%D7%AA%D7%A7%D7%A9%D7%95%D7%A8%D7%AA-%D7%9E%D7%97%D7%A9%D7%91%D7%99%D7%9D/
"לחברה ביטחונית בחיפה, איש/אשת סיסטם",ALLSTARSIT,"תיאור משרה לחברה ביטחונית באיזור חיפה, איש/אשת סיסטם. עבודה במשרה מלאה וקבועה.  במסגרת התפקיד: אחריות על תפעול ויישום תשתיות IT ברשתות מחשוב מולטי דיספלינריות בהיקפים שונים, החל מרשתות מחשוב קטנות וכלה בסביבות פרויקטלית מורכבות. הפעילות הינה לאורך כל מחזור הפרויקט החל משלב הייזום, הפיתוח במעבדות, אתרי ניסויים ועד מסירה ללקוח. התפקיד כולל הטמעת פתרונות, ליווי ותמיכה בתקלות IT מגוונות בתשתיות תקשורת, חומרה סביבות וירטואליות ומערכות משולבות תוך אחריות על זמינות סביבות המחשוב הפרויקטליות, הובלת תהליכי בקרה תוך ביצוע בדיקת יישום הדרישות, תיעוד ושימור הידע.","דרישות התפקיד ניסיון של שנתיים לפחות בתחומים הבאים: מערכות הפעלה -Linux מערכות הפעלה ושרתי Windows ניסיון בתקשורת נתונים ועבודה עם מוצרי Cisco/Juniper ברמת CCNA יכולת יכולת עבודה באתרי הלקוח והניסויים בארץ ובחו""ל באתרי הלקוח והניסויים בארץ ובחו""ל שדרוג ותחזוקה לשירות רשתי - Active Directory ההקמה, שדרוג ותחזוקה של סביבות וירטואליזציה מבוססות VMware (עבודה עם מוצרים – vSphere, vCenter, VRA) ידע בהקמה והטמעה של פתרונות אחסון (NetApp) – יתרון. בעל.ת הסמכה בינלאומית – CCNA ו- MCSE - יתרון. יכולת כתיבת מסמכים – חובה. רישיון נהיגה – חובה. נכונות לעבודה באתרי הלקוח בארץ ובחו""ל.",הייטק-כללי & SYS ADMIN UNIX & מנהל/ת רשת & SYS ADMIN WIN,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-5700-testpro/
בקר סיסטם למרכז OPS טכנולוגי / Sys Admin Tier 1+2,אקספים,"תיאור משרה למרכז NOC מתקדם בחברת אקספים, המתמחה בשירותי ענן מנוהלים, דרוש Sys Admin Tier 1 לתפקיד מאתגר ומתפתח! אם הנך בעל כישורים טכניים בתחום הסיסטם, אוהב לחקור וללמוד, נהנה מריבוי משימות בעולמות IT מגוונים, מקומך איתנו! משרדי החברה ממוקמים בגבול גבעתיים - ת""א, 10 דק' מעזריאלי באווירה הכי נעימה, צעירה וטכנולוגית שיש! אנו מזמינים אותך להיות חלק מסביבה משפחתית צומחת.","דרישות התפקיד ניסיון של שנה עבודה טלפונית מול לקוחות עסקיים כאיש Help Desk ו/או יוצא מוקד NOC - יתרון. ניסיון של שנה לפחות בסביבות Windows / Linux- חובה. יוצאי יחידות צבאיות טכנולוגיות – יתרון. עבודה עם Apache/Nginx- יתרון. היכרות עם AWS / GCP- יתרון. עבודה עם מערכות Open Source- יתרון. יכולת עבודת צוות- חובה. שירותיות גבוהה- חובה. למידה עצמית, מוטיבציה גבוהה, סדר וארגון- חובה. ידע בכתיבת Scripts ב Bash/Python -יתרון. עבודה עם Firewall/IPS/WAF- יתרון. עבודה עם ZABBIX/NAGIOS- יתרון. הסמכות רלוונטיות בתחום- יתרון. אנגלית ברמה טובה. *משרה במשמרות נוחות ללא לילות, 5 ימים בשבוע עד 22:00 בלילה. *נדרשת כוננות לילה מרחוק וזמינות 24/7 כולל שבתות וחגים בהתאם לצורך- חובה! *המשרה מיועדת לנשים וגברים כאחד, תנאים גבוהים ואופק מקצועי למתאימים!",הייטק-כללי & SYS ADMIN UNIX & SYS ADMIN WIN,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-618472-%D7%90%D7%A7%D7%A1%D7%A4%D7%99%D7%9D/
הנדסאי/ת אינטגרציה תוכנה,קורן טק טכנולוגיות,"תיאור משרה לחברה בטחונית בצפון דרוש/ה הנדסאי/ת אינטגרציית תוכנה מוכשר/ת התפקיד כולל אינטגרציות תוכנה בין מערכות שונות, התקנות של תוכנות יעודיות, חיבור המערכת, השתתפות בניסויים, עבודה עם צוותי פיתוח ותפעול שונים,ביצוע בדיקות אינטגרציה.","דרישות התפקיד הנדסאי/מהנדס/ת תכונה ניסיון קודם בעבודה עם מערכות תוכנה. ראיה מערכתית ידע בשפות תכנות (C++, Java, Python, C# וכדומה). הבנה מעמיקה של מושגי אינטגרציית תוכנה. יכולת עבודה עצמאית ופתרון בעיות. נסיון קודם באינטגרציה במערכות מורכבות- יתרון בולט","הייטק-כללי & אינטגרטור/ית & תקשורת / שו""ב & משרות הייטק כללי & הייטק-תוכנה & מתכנת/ת & בקרת תצורה & מהנדס/ת תוכנה",https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-10368-%D7%A7%D7%95%D7%A8%D7%9F-%D7%98%D7%A7-%D7%98%D7%9B%D7%A0%D7%95%D7%9C%D7%95%D7%92%D7%99%D7%95%D7%AA/
דרוש/ה נציג/ה תמיכה לעבודה מהבית,"רב מסר בע""מ","תיאור משרה לחברת רב מסר הוותיקה והמצליחה, שמפתחת מערכות מובילות בתחום הדיוור האלקטרוני, בניית דפי נחיתה, קורסים דיגיטליים ועוד דרושים נציגי.ות תמיכה טכנית שמחפשים עבודה לטווח ארוך בחברה ותיקה, מקומית ויציבה תיאור התפקיד: מתן שירות לקוחות ותמיכה טכנית ללקוחות החברה, במוקד טלפוני של שיחות נכנסות ויוצאות בשילוב עם ערוצי צ'אט ומייל משמרות אינטנסיביות תחת לחץ וריבוי משימות הכשרה ולמידה של פלטפורמת הדיוור ודפי הנחיתה, מערכת הקורסים, ה-CRM ושאר מוצרי החברה ביצוע פרוייקטים תקופתיים בהתאם לצרכי הצוות והחברה השתתפות בהדרכות ובמפגשי חברה תקופתיים  ומה אנחנו מציעים? 100% עבודה מהבית תרבות ארגונית איכותית יוצאת דופן היקף משרה: 93 שעות חודשיות, 4-5 משמרות שבועיות (בהתאם לשעות המתוארות בהמשך) זמינות גם למשמרות בוקר וגם למשמרות ערב. בהתאם לשעות פעילות המחלקה: ימים א'-ה' בשעות 8:30-20:00 וימי ו' 8:00-12:00. שכר הוגן","דרישות התפקיד אוריינטציה טכנולוגית - חובה סביבת עבודה שקטה וחיבור יציב לאינטרנט – חובה כושר ביטוי מעולה בשפה העברית בע""פ ובכתב - חובה ניסיון והכרת מערכות שיווק דיגיטליות שונות כגון אנליטיקס, פייסבוק מנג'ר, מערכות CRM, וורדפרס ועוד - יתרון יחסי אנוש מעולים ויכולת עבודה בצוות",הייטק-כללי & איש/ת IT & HELP DESK / תמיכה & עבודה מהבית & עבודה מהבית כללי,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1395610-%D7%A8%D7%91-%D7%9E%D7%A1%D7%A8/
מיישם/ת מערכות ביטוח כללי,מגדל חברה לביטוח,"תיאור משרה יישום חוקיות עסקית במערכות הליבה של הארגון באמצעות הגדרה בטבלאות ו/או כתיבת חוקים לוגיים. אפיון, בניה, תמיכה ותחזוקה של פעילות הביטוח במערכות ההפקה. כתיבת תרחישי בדיקות לפי מסמכי דרישות עסקיות ובדיקות קבלה לאחר גרסאות מערכת. אישור עסקי של מסמכי הדרישות טרום העברה לפיתוח.","דרישות התפקיד בוגר.ת תואר באחד מן התחומים הבאים: כלכלה, מימון, סטטיסטיקה, חשבונאות, ניהול, הנדסה, מדעים מדויקים. ניסיון מוכח בתחום הביטוח האלמנטרי (חיתום ותביעות). ניסיון יישום במערכת comtec יכולת חשיבה וניתוח לוגי / מתמטי יכולת ניתוח תהליכים, שיפור שיטות ופתרון בעיות מורכבות יכולת הבנה עסקית גבוהה יכולת ראייה רוחבית יכולת ניהול מטריציוני / ממשקים, הובלת פרויקטים ומשימות ותיעדופן ניסיון בכתיבת חוקיות לוגית במערכות ביטוח יחסי אנוש מעולים יכולת עבודת בצוות תחת תנאי לחץ ומשימות מרובות  *מגדל מעודדת העסקת גברים/נשים עם מוגבלויות, ומנגישה את סביבת העבודה לצרכיהם/ן",הייטק-כללי & מיישם/ת & איש/ת מערכות מידע,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-171896-%D7%9E%D7%92%D7%93%D7%9C-%D7%97%D7%91%D7%A8%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%97/
לחברת תוכנה דרוש /ה תומך/ת טכני/ת במוצרי החברה,קופרטו,"תיאור משרה חברת COPERATO הינה חברת תוכנה הממוקמת בחיפה ומפתחת מערכות בתחום התקשורת, מחפשת תומך/ת טכני/ת. התפקיד כולל: מענה לבעיות טכניות ותיעודן. הדרכה על מערכות החברה ללקוחות חדשים וקיימים. מענה מקצועי בנוגע לסל השירותים של הלקוח והתאמת המערכת לצרכי הלקוח. איסוף כל המידע הנדרש עבור מתן פתרון ואסקלציה לגורמים רלוונטיים. המשרה הינה במשמרות בימים א’-ו’. 5 משמרות בשבוע, שישי לסרוגין. תנאים מעולים למתאים/ה! תוכנית בונוסים חודשית אופציות קידום סיבוס, Happy Hour","דרישות התפקיד - ניסיון/רקע קודם בתחום המחשבים (יוצאי /ות יחידות ממוחשבות, בוגרי /ות מגמות מחשבים, קורס וכו’) - חובה. - ניסיון בעבודה עם תוכנות השתלטות - חובה. - אנגלית ברמה גבוהה בכתיבה ודיבור - חובה. - היכרות עם מערכות VoIP, Mass SMS - יתרון. - יכולת התבטאות בכתב ובעל פה, דייקנות ותשומת לב לפרטים. - יכולת לפתור בעיות באופן עצמאי מתוך ראייה מערכתית.",הייטק-כללי & HELP DESK / תמיכה & טכנאי/ת מחשבים & משרות הייטק כללי,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-1890674-%D7%A7%D7%95%D7%A4%D7%A8%D7%98%D7%95/
Cloud cybersecurity analyst,matrix,"תיאור משרה למרכז SOC אופרטיבי העוסק בהגנת סייבר דרוש/ה אנליסט/ית בכיר/ה (Tier 2)  בעל ניסיון עבודה עם טכנולוגיות הענן במסגרת התפקיד נדרש לבצע חקירות עומק לאירועי סייבר, בניית בקרות ופיתוח יכולות תגובה להתמודדות מול אירועים, ניתוח איומים ומשטח תקיפה פוטנציאלי בדגש על סביבות הענן","דרישות התפקיד שנתיים לפחות בטיפול ותגובה לאירועי סייבר (ניסיון ברמת Tier2) שנתיים לפחות בעבודה עם טכנולוגיות ומערכות אבטחה בסביבות הענן (בדגש על סביבות Azure, AWS) שנה לפחות בעבודה עם טכנולוגיות ומערכות ענן בדגש על אבטחת מידע בענן (MCAS, OFFICE365, Security HUB ,GuardDuty, ORCA,WIZ, Hermetic וכו') ניסיון בחקירת אירועי סייבר בסביבות הענן (Cloud Trail, Log Analytics וכו') ניסיון בעבודה עם מערכות SOAR  \SIEM  ופיתוח בקרות/פלייבוקים ניסיון עם מערכות Big Data וניסיון בכתיבת שאילתות SQL ניסיון בעבודה עם ELASTIC , Splunk שליטה וידע ב  AD, (ENTRA ID) Azure AD, ADFS הכרות מעמיקה עם מערכות EDR הכרות עם טכנולוגיות SERVERLESS הסמכות בתחום הענן- יתרון",אבטחת מידע & אנליסט/ית אבטחת מידע & מומחה/ית אבטחת מידע & אנליסט/ית סייבר,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-4002163-%D7%A2%D7%A8%D7%9F/
טכנאי/ת PC,matrix,"תיאור משרה דרוש/ה טכנאי/ת PC מענה טלפוני ופרונטלי, טיפול בתקלות חומרה ותוכנה, הרכבה/פירוק של מחשבים, התקנת עמדות עבודה עם active directory משרה מלאה באשדוד",דרישות התפקיד בוגרי קורסי מקצועיים או צבאיים בתחום טכנאי PC ורשתות תקשורת ידע במערכות הפעלה מסוג WINDOWS. טיפול בתקלות חומרה\תוכנה בעל\ת יכולת עבודה בתנאי לחץ יכולת עבודה בצוות,הייטק-כללי & HELP DESK / תמיכה & טכנאי/ת מחשבים & איש/ת IT,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-4002163-%D7%A2%D7%A8%D7%9F/
איש/ת תקשורת ואבטחת מידע,matrix,"תיאור משרה דרוש/ה איש/ת תקשורת ואבטחת מידע תפעול מערך התקשורת  WAN  ו  LAN( מבוסס בעיקר על מערכות HP/CISCO ) ותמיכה במערכות קיימות תקשורת ליבה 24/7, טיפול בתקלות תקשורת, התאמת הגדרות בציוד התקשורת לצרכים משתנים ליווי ותמיכה בפרויקטים חוצי חברה בעיקר תשתיות ,הכנסת מערכות חדשות, הגדרות  Vlan /Trunk /Port Channel בניית חוקה במערכות בקרה וניהול מדיניות גישה מאובטחת משרה מלאה בכפ""ס","דרישות התפקיד ניסיון של שנתיים ומעלה כאיש/ת תקשורת ואבטחת מידע עבודה עם רשתות תקשורתWAN ו  LAN הכרות של מערכות סיסקו (NEXUS ,IOS) הכרת  הציוד של החברות VMWARE, JUNIPER, HP הכרות עם מערכות Firewall  של היצרנים Checkpoint / Fortigate / Palo Alto הכרה של פרוטוקולי ניתוב דינאמיים דוגמת  OSP,EIGRP,BGP הסמכות רלוונטיות – יתרון MELLANOX, ARISTA יתרון","הייטק-כללי & תקשורת / שו""ב & מומחה/ית אבטחת מידע",https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-4002163-%D7%A2%D7%A8%D7%9F/
IT End Point Specialist (VP and C Level Support),+ קבוצת שטראוס +,"תיאור משרה You can Expect: 1. Responsible for providing end-to-end exceptional support to Strauss’s top management (VPs and CEOs), acting as a single point of contact and working with all IT teams to provide the best solution on time. 2. Provide support & escort top management to conference meetings and large events. 3. Responsible for all the technical aspects of the board meetings and management committees. 4. Perform routines to make sure all multimedia equipment in management/conference rooms is functioning as needed. 5. Document all cases and create technical documentation (KB) for solutions and procedures. 6. Provide support on late hours and weekends.","דרישות התפקיד Experience Required: 1. Two years of related work experience. 2. Proven work experience and strong troubleshooting skills across various technologies. Including but not limited to Windows OS, IOS, Android, endpoint devices hardware, Office 365, ZOOM / Teams. 3. Knowledge and experience on MDM systems like SCCM & and Intune - an advantage 4. Technician or End Point Engineer certification - an advantage. 5. Microsoft Modern desktop administrator’s certification - an advantage. 6. Demonstrates strong customer service skills. 7. Experience with providing service to Top Management - an advantage 8. Good spoken English",הייטק-כללי & טכנאי/ת מחשבים & תשתיות & מנהל/ת רשת,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3803670-%D7%A7%D7%91%D7%95%D7%A6%D7%AA%D7%A9%D7%98%D7%A8%D7%90%D7%95%D7%A1/
טכנאי מחשבים,"מור לוי טכנולוגיות בע""מ","תיאור משרה לחברת ייבוא חומרת מחשבים, דרוש טכנאי/ת מחשבים נסיון בהרכבות חובה נסיון בהרכבות מחשבי גיימינג יתרון","דרישות התפקיד משרה מלאה 5 ימים בשבוע בראשון לציון נסיון בתחום, אמינות, מקצועיות",הייטק-כללי & טכנאי/ת מחשבים,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3823943-%D7%9E%D7%95%D7%A8%D7%9C%D7%95%D7%99%D7%98%D7%9B%D7%A0%D7%95%D7%9C%D7%95%D7%92%D7%99%D7%95%D7%AA/
תומך/ת טכני,matrix,"תיאור משרה למוקד HD בפארק ראם (אזור תעשיה בני עיי""ש ליד גדרה – נדרש להגיע לכאן עם רכב) דרוש/ה תומך/ת טכנית מענה טלפוני ותמיכה טכנית פנים ארגונית לעובדי החברה, טיפול בתקלות חומרה ותוכנה במחשבים נייחים/ניידים, מכשירי סלולאר וטאלבטים טיפול בתקלות אפליקטיביות ומתן תמיכה במערכות CRM, ERP-Tafnit, ומערכות BI. שעות עבודה- 07:30-16:30, תורנות עד 18:00 פעם בשבוע, וימי שישי אחת לחודש/חודש וחצי","דרישות התפקיד ניסיון של חצי שנה-שנה במוקד טכני Help Desk ידע במערכות הפעלה, יישומי אופיס, ידע בתפעול תקלות במחשבים נייחים וניידים, פתרון תקלות דוא""ל, ידע וטיפול בציוד קצה (מדפסות סורקים וכו') ידע בActiveDirectory, ממשק Exchange היכרות עם מערכות Qlikview/Qliksense, תפנית, Salesforce- יתרון",הייטק-כללי & HELP DESK / תמיכה,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-4002163-%D7%A2%D7%A8%D7%9F/
Application Support Specialist,+ קבוצת שטראוס +,"תיאור משרה You can Expect: 1. Providing technical support and guidance to Strauss’s employees who are experiencing issues with business applications (SAP, Priority, Salesforce, etc.). 2. Gaining a deep understanding of how Strauss’s application systems work. 3. Performing troubleshooting to application issues. 4. Providing support over the phone via remote access. 5. Working with ticketing system to responded to users incidents and document the handling. 6. Writing training manuals and Knowledge articles (KB).","דרישות התפקיד Experience Required: 1. Experience in providing customer service. 2. Experience in application support, junior implementation or system analysis – a significant advantage. 3. Knowledge of information systems. 4. knowledge of ERP systems (SAP / Priority) - an advantage. 5. Bachelor’s degree in computer science, information technology, or related field - a significant advantage. 6. Service oriented, high-level communication skills. 7. Hybrid role with willingness to work evening and night shifts including Saturday night.",הייטק-כללי & HELP DESK / תמיכה & הדרכה / הטמעה,https://www.drushim.co.il/%D7%93%D7%A8%D7%95%D7%A9%D7%99%D7%9D-3803670-%D7%A7%D7%91%D7%95%D7%A6%D7%AA%D7%A9%D7%98%D7%A8%D7%90%D7%95%D7%A1/
